,audio_filename,filename,id,modality,vocal_channel,emotion,emotion_string,emotional,emotional_string,statement,repetition,speaker,gender,start,end,channels,Anger,Happiness,Sadness,Neutral state
763,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-01-10.wav,03-01-01-01-01-01-10,RAVDESS_763,03,01,01,neutral,01,normal,01,01,10,F,0,3.5369160997732427,,0,0,0,1
769,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-01-10.wav,03-01-04-01-02-01-10,RAVDESS_769,03,01,04,sad,01,normal,02,01,10,F,0,3.5369160997732427,,0,0,1,0
774,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-02-10.wav,03-01-05-02-01-02-10,RAVDESS_774,03,01,05,angry,02,strong,01,02,10,F,0,4.471156462585034,,1,0,0,0
776,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-02-10.wav,03-01-01-01-02-02-10,RAVDESS_776,03,01,01,neutral,01,normal,02,02,10,F,0,3.670340136054422,,0,0,0,1
778,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-01-10.wav,03-01-04-02-01-01-10,RAVDESS_778,03,01,04,sad,02,strong,01,01,10,F,0,3.5035374149659866,,0,0,1,0
781,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-02-07.wav,03-01-03-01-02-02-07,RAVDESS_781,03,01,03,happy,01,normal,02,02,07,M,0,3.4034013605442177,,0,1,0,0
783,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-01-07.wav,03-01-04-01-02-01-07,RAVDESS_783,03,01,04,sad,01,normal,02,01,07,M,0,3.5369160997732427,,0,0,1,0
784,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-02-07.wav,03-01-01-01-02-02-07,RAVDESS_784,03,01,01,neutral,01,normal,02,02,07,M,0,3.737097505668934,,0,0,0,1
785,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-01-07.wav,03-01-03-02-02-01-07,RAVDESS_785,03,01,03,happy,02,strong,02,01,07,M,0,4.037414965986395,,0,1,0,0
786,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-01-07.wav,03-01-04-01-01-01-07,RAVDESS_786,03,01,04,sad,01,normal,01,01,07,M,0,3.5369160997732427,,0,0,1,0
789,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-01-07.wav,03-01-03-01-01-01-07,RAVDESS_789,03,01,03,happy,01,normal,01,01,07,M,0,3.5035374149659866,,0,1,0,0
793,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-01-07.wav,03-01-04-02-02-01-07,RAVDESS_793,03,01,04,sad,02,strong,02,01,07,M,0,3.6370068027210882,,0,0,1,0
794,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-01-07.wav,03-01-05-01-02-01-07,RAVDESS_794,03,01,05,angry,01,normal,02,01,07,M,0,4.004036281179138,,1,0,0,0
795,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-02-07.wav,03-01-04-01-02-02-07,RAVDESS_795,03,01,04,sad,01,normal,02,02,07,M,0,3.8705215419501133,,0,0,1,0
798,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-02-07.wav,03-01-05-02-01-02-07,RAVDESS_798,03,01,05,angry,02,strong,01,02,07,M,0,4.004036281179138,,1,0,0,0
799,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-02-07.wav,03-01-05-02-02-02-07,RAVDESS_799,03,01,05,angry,02,strong,02,02,07,M,0,4.337687074829932,,1,0,0,0
801,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-02-07.wav,03-01-03-02-01-02-07,RAVDESS_801,03,01,03,happy,02,strong,01,02,07,M,0,4.037369614512472,,0,1,0,0
803,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-02-07.wav,03-01-04-01-01-02-07,RAVDESS_803,03,01,04,sad,01,normal,01,02,07,M,0,3.603628117913832,,0,0,1,0
805,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-01-07.wav,03-01-01-01-01-01-07,RAVDESS_805,03,01,01,neutral,01,normal,01,01,07,M,0,3.9039455782312924,,0,0,0,1
806,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-02-07.wav,03-01-05-01-02-02-07,RAVDESS_806,03,01,05,angry,01,normal,02,02,07,M,0,4.004036281179138,,1,0,0,0
807,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-02-07.wav,03-01-01-01-01-02-07,RAVDESS_807,03,01,01,neutral,01,normal,01,02,07,M,0,3.803854875283447,,0,0,0,1
808,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-02-07.wav,03-01-03-01-01-02-07,RAVDESS_808,03,01,03,happy,01,normal,01,02,07,M,0,3.47015873015873,,0,1,0,0
814,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-01-07.wav,03-01-05-02-02-01-07,RAVDESS_814,03,01,05,angry,02,strong,02,01,07,M,0,3.83718820861678,,1,0,0,0
815,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-01-07.wav,03-01-05-02-01-01-07,RAVDESS_815,03,01,05,angry,02,strong,01,01,07,M,0,3.603628117913832,,1,0,0,0
816,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-01-07.wav,03-01-01-01-02-01-07,RAVDESS_816,03,01,01,neutral,01,normal,02,01,07,M,0,4.1374603174603175,,0,0,0,1
817,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-02-07.wav,03-01-05-01-01-02-07,RAVDESS_817,03,01,05,angry,01,normal,01,02,07,M,0,3.970657596371882,,1,0,0,0
819,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-02-07.wav,03-01-03-02-02-02-07,RAVDESS_819,03,01,03,happy,02,strong,02,02,07,M,0,3.83718820861678,,0,1,0,0
821,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-02-07.wav,03-01-04-02-01-02-07,RAVDESS_821,03,01,04,sad,02,strong,01,02,07,M,0,3.83718820861678,,0,0,1,0
823,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-01-07.wav,03-01-05-01-01-01-07,RAVDESS_823,03,01,05,angry,01,normal,01,01,07,M,0,4.004036281179138,,1,0,0,0
830,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-02-07.wav,03-01-04-02-02-02-07,RAVDESS_830,03,01,04,sad,02,strong,02,02,07,M,0,3.83718820861678,,0,0,1,0
831,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-01-07.wav,03-01-03-02-01-01-07,RAVDESS_831,03,01,03,happy,02,strong,01,01,07,M,0,4.104126984126984,,0,1,0,0
836,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-01-07.wav,03-01-03-01-02-01-07,RAVDESS_836,03,01,03,happy,01,normal,02,01,07,M,0,3.4034013605442177,,0,1,0,0
839,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-01-07.wav,03-01-04-02-01-01-07,RAVDESS_839,03,01,04,sad,02,strong,01,01,07,M,0,3.937278911564626,,0,0,1,0
841,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-02-04.wav,03-01-05-01-01-02-04,RAVDESS_841,03,01,05,angry,01,normal,01,02,04,F,0,3.603628117913832,,1,0,0,0
842,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-01-04.wav,03-01-04-01-02-01-04,RAVDESS_842,03,01,04,sad,01,normal,02,01,04,F,0,3.436780045351474,,0,0,1,0
844,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-02-04.wav,03-01-05-02-01-02-04,RAVDESS_844,03,01,05,angry,02,strong,01,02,04,F,0,3.8705215419501133,,1,0,0,0
845,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-01-04.wav,03-01-05-01-01-01-04,RAVDESS_845,03,01,05,angry,01,normal,01,01,04,F,0,3.703718820861678,,1,0,0,0
846,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-02-04.wav,03-01-03-02-02-02-04,RAVDESS_846,03,01,03,happy,02,strong,02,02,04,F,0,3.7704308390022674,,0,1,0,0
849,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-02-04.wav,03-01-05-01-02-02-04,RAVDESS_849,03,01,05,angry,01,normal,02,02,04,F,0,3.737097505668934,,1,0,0,0
850,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-02-04.wav,03-01-03-01-01-02-04,RAVDESS_850,03,01,03,happy,01,normal,01,02,04,F,0,3.53687074829932,,0,1,0,0
851,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-02-04.wav,03-01-04-02-02-02-04,RAVDESS_851,03,01,04,sad,02,strong,02,02,04,F,0,3.7704761904761903,,0,0,1,0
852,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-02-04.wav,03-01-03-02-01-02-04,RAVDESS_852,03,01,03,happy,02,strong,01,02,04,F,0,3.570249433106576,,0,1,0,0
853,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-01-04.wav,03-01-01-01-02-01-04,RAVDESS_853,03,01,01,neutral,01,normal,02,01,04,F,0,3.2699773242630386,,0,0,0,1
854,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-02-04.wav,03-01-01-01-01-02-04,RAVDESS_854,03,01,01,neutral,01,normal,01,02,04,F,0,3.3700680272108845,,0,0,0,1
855,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-02-04.wav,03-01-05-02-02-02-04,RAVDESS_855,03,01,05,angry,02,strong,02,02,04,F,0,3.83718820861678,,1,0,0,0
857,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-01-04.wav,03-01-05-02-01-01-04,RAVDESS_857,03,01,05,angry,02,strong,01,01,04,F,0,3.7704761904761903,,1,0,0,0
861,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-01-04.wav,03-01-03-02-02-01-04,RAVDESS_861,03,01,03,happy,02,strong,02,01,04,F,0,3.603628117913832,,0,1,0,0
870,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-01-04.wav,03-01-05-02-02-01-04,RAVDESS_870,03,01,05,angry,02,strong,02,01,04,F,0,3.703718820861678,,1,0,0,0
871,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-02-04.wav,03-01-01-01-02-02-04,RAVDESS_871,03,01,01,neutral,01,normal,02,02,04,F,0,3.2365986394557824,,0,0,0,1
875,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-01-04.wav,03-01-04-01-01-01-04,RAVDESS_875,03,01,04,sad,01,normal,01,01,04,F,0,3.3700680272108845,,0,0,1,0
876,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-01-04.wav,03-01-01-01-01-01-04,RAVDESS_876,03,01,01,neutral,01,normal,01,01,04,F,0,3.3033106575963718,,0,0,0,1
877,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-01-04.wav,03-01-04-02-01-01-04,RAVDESS_877,03,01,04,sad,02,strong,01,01,04,F,0,3.670340136054422,,0,0,1,0
879,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-01-04.wav,03-01-03-01-01-01-04,RAVDESS_879,03,01,03,happy,01,normal,01,01,04,F,0,3.5035374149659866,,0,1,0,0
886,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-02-04.wav,03-01-04-01-02-02-04,RAVDESS_886,03,01,04,sad,01,normal,02,02,04,F,0,3.47015873015873,,0,0,1,0
888,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-02-04.wav,03-01-04-02-01-02-04,RAVDESS_888,03,01,04,sad,02,strong,01,02,04,F,0,3.7704761904761903,,0,0,1,0
890,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-01-04.wav,03-01-04-02-02-01-04,RAVDESS_890,03,01,04,sad,02,strong,02,01,04,F,0,3.7704761904761903,,0,0,1,0
891,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-01-04.wav,03-01-03-02-01-01-04,RAVDESS_891,03,01,03,happy,02,strong,01,01,04,F,0,3.8705668934240363,,0,1,0,0
895,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-02-04.wav,03-01-04-01-01-02-04,RAVDESS_895,03,01,04,sad,01,normal,01,02,04,F,0,3.4034013605442177,,0,0,1,0
896,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-02-04.wav,03-01-03-01-02-02-04,RAVDESS_896,03,01,03,happy,01,normal,02,02,04,F,0,3.436780045351474,,0,1,0,0
897,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-01-04.wav,03-01-05-01-02-01-04,RAVDESS_897,03,01,05,angry,01,normal,02,01,04,F,0,3.47015873015873,,1,0,0,0
898,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-01-04.wav,03-01-03-01-02-01-04,RAVDESS_898,03,01,03,happy,01,normal,02,01,04,F,0,3.5035374149659866,,0,1,0,0
900,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-02-02-05.wav,03-01-05-02-02-02-05,RAVDESS_900,03,01,05,angry,02,strong,02,02,05,M,0,3.6370068027210882,,1,0,0,0
901,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-01-01-05.wav,03-01-03-02-01-01-05,RAVDESS_901,03,01,03,happy,02,strong,01,01,05,M,0,4.13750566893424,,0,1,0,0
903,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-01-02-05.wav,03-01-05-02-01-02-05,RAVDESS_903,03,01,05,angry,02,strong,01,02,05,M,0,3.570249433106576,,1,0,0,0
904,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-02-02-05.wav,03-01-03-01-02-02-05,RAVDESS_904,03,01,03,happy,01,normal,02,02,05,M,0,3.7704761904761903,,0,1,0,0
907,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-01-01-05.wav,03-01-05-02-01-01-05,RAVDESS_907,03,01,05,angry,02,strong,01,01,05,M,0,3.4034013605442177,,1,0,0,0
913,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-02-05.wav,03-01-01-01-02-02-05,RAVDESS_913,03,01,01,neutral,01,normal,02,02,05,M,0,3.603628117913832,,0,0,0,1
922,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-01-01-05.wav,03-01-04-02-01-01-05,RAVDESS_922,03,01,04,sad,02,strong,01,01,05,M,0,3.53687074829932,,0,0,1,0
923,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-01-05.wav,03-01-05-01-01-01-05,RAVDESS_923,03,01,05,angry,01,normal,01,01,05,M,0,3.8705668934240363,,1,0,0,0
924,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-02-02-05.wav,03-01-05-01-02-02-05,RAVDESS_924,03,01,05,angry,01,normal,02,02,05,M,0,4.404399092970522,,1,0,0,0
925,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-02-01-05.wav,03-01-03-01-02-01-05,RAVDESS_925,03,01,03,happy,01,normal,02,01,05,M,0,3.3700226757369616,,0,1,0,0
927,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-01-01-05.wav,03-01-03-01-01-01-05,RAVDESS_927,03,01,03,happy,01,normal,01,01,05,M,0,4.004036281179138,,0,1,0,0
928,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-02-01-05.wav,03-01-04-02-02-01-05,RAVDESS_928,03,01,04,sad,02,strong,02,01,05,M,0,3.2699319727891156,,0,0,1,0
932,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-01-05.wav,03-01-01-01-02-01-05,RAVDESS_932,03,01,01,neutral,01,normal,02,01,05,M,0,3.1030839002267574,,0,0,0,1
935,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-02-05.wav,03-01-05-01-01-02-05,RAVDESS_935,03,01,05,angry,01,normal,01,02,05,M,0,3.803809523809524,,1,0,0,0
938,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-01-01-05.wav,03-01-04-01-01-01-05,RAVDESS_938,03,01,04,sad,01,normal,01,01,05,M,0,3.2699773242630386,,0,0,1,0
939,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-02-01-05.wav,03-01-05-02-02-01-05,RAVDESS_939,03,01,05,angry,02,strong,02,01,05,M,0,3.6369614512471657,,1,0,0,0
940,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-01-02-05.wav,03-01-03-02-01-02-05,RAVDESS_940,03,01,03,happy,02,strong,01,02,05,M,0,3.8705668934240363,,0,1,0,0
942,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-01-02-05.wav,03-01-04-02-01-02-05,RAVDESS_942,03,01,04,sad,02,strong,01,02,05,M,0,3.2699773242630386,,0,0,1,0
944,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-02-02-05.wav,03-01-04-02-02-02-05,RAVDESS_944,03,01,04,sad,02,strong,02,02,05,M,0,3.1365079365079365,,0,0,1,0
946,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-02-05.wav,03-01-01-01-01-02-05,RAVDESS_946,03,01,01,neutral,01,normal,01,02,05,M,0,3.6370068027210882,,0,0,0,1
947,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-02-01-05.wav,03-01-05-01-02-01-05,RAVDESS_947,03,01,05,angry,01,normal,02,01,05,M,0,4.070748299319728,,1,0,0,0
948,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-02-01-05.wav,03-01-03-02-02-01-05,RAVDESS_948,03,01,03,happy,02,strong,02,01,05,M,0,3.603628117913832,,0,1,0,0
949,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-01-02-05.wav,03-01-04-01-01-02-05,RAVDESS_949,03,01,04,sad,01,normal,01,02,05,M,0,3.6369614512471657,,0,0,1,0
953,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-02-02-05.wav,03-01-03-02-02-02-05,RAVDESS_953,03,01,03,happy,02,strong,02,02,05,M,0,3.4034013605442177,,0,1,0,0
954,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-01-02-05.wav,03-01-03-01-01-02-05,RAVDESS_954,03,01,03,happy,01,normal,01,02,05,M,0,3.2365986394557824,,0,1,0,0
955,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-02-01-05.wav,03-01-04-01-02-01-05,RAVDESS_955,03,01,04,sad,01,normal,02,01,05,M,0,3.1031292517006803,,0,0,1,0
958,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-02-02-05.wav,03-01-04-01-02-02-05,RAVDESS_958,03,01,04,sad,01,normal,02,02,05,M,0,3.703718820861678,,0,0,1,0
959,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-01-05.wav,03-01-01-01-01-01-05,RAVDESS_959,03,01,01,neutral,01,normal,01,01,05,M,0,3.603628117913832,,0,0,0,1
961,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-01-09.wav,03-01-05-02-01-01-09,RAVDESS_961,03,01,05,angry,02,strong,01,01,09,M,0,3.803854875283447,,1,0,0,0
963,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-02-09.wav,03-01-04-01-01-02-09,RAVDESS_963,03,01,04,sad,01,normal,01,02,09,M,0,3.436780045351474,,0,0,1,0
968,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-01-09.wav,03-01-05-01-02-01-09,RAVDESS_968,03,01,05,angry,01,normal,02,01,09,M,0,3.737097505668934,,1,0,0,0
969,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-02-09.wav,03-01-05-02-01-02-09,RAVDESS_969,03,01,05,angry,02,strong,01,02,09,M,0,3.7704761904761903,,1,0,0,0
972,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-02-09.wav,03-01-01-01-01-02-09,RAVDESS_972,03,01,01,neutral,01,normal,01,02,09,M,0,3.2032199546485263,,0,0,0,1
973,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-02-09.wav,03-01-05-01-02-02-09,RAVDESS_973,03,01,05,angry,01,normal,02,02,09,M,0,3.5369160997732427,,1,0,0,0
974,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-02-09.wav,03-01-04-01-02-02-09,RAVDESS_974,03,01,04,sad,01,normal,02,02,09,M,0,3.4034467120181406,,0,0,1,0
978,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-02-09.wav,03-01-05-01-01-02-09,RAVDESS_978,03,01,05,angry,01,normal,01,02,09,M,0,3.570294784580499,,1,0,0,0
980,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-01-09.wav,03-01-04-01-02-01-09,RAVDESS_980,03,01,04,sad,01,normal,02,01,09,M,0,3.4034013605442177,,0,0,1,0
982,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-02-09.wav,03-01-03-01-02-02-09,RAVDESS_982,03,01,03,happy,01,normal,02,02,09,M,0,3.47015873015873,,0,1,0,0
983,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-02-09.wav,03-01-03-02-01-02-09,RAVDESS_983,03,01,03,happy,02,strong,01,02,09,M,0,4.170839002267574,,0,1,0,0
989,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-01-09.wav,03-01-03-01-01-01-09,RAVDESS_989,03,01,03,happy,01,normal,01,01,09,M,0,3.336689342403628,,0,1,0,0
991,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-01-09.wav,03-01-05-02-02-01-09,RAVDESS_991,03,01,05,angry,02,strong,02,01,09,M,0,4.3710657596371885,,1,0,0,0
999,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-01-09.wav,03-01-04-02-01-01-09,RAVDESS_999,03,01,04,sad,02,strong,01,01,09,M,0,3.937278911564626,,0,0,1,0
1001,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-02-09.wav,03-01-04-02-01-02-09,RAVDESS_1001,03,01,04,sad,02,strong,01,02,09,M,0,3.9039002267573695,,0,0,1,0
1002,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-01-09.wav,03-01-05-01-01-01-09,RAVDESS_1002,03,01,05,angry,01,normal,01,01,09,M,0,3.570249433106576,,1,0,0,0
1004,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-02-09.wav,03-01-03-01-01-02-09,RAVDESS_1004,03,01,03,happy,01,normal,01,02,09,M,0,3.53687074829932,,0,1,0,0
1005,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-01-09.wav,03-01-03-02-01-01-09,RAVDESS_1005,03,01,03,happy,02,strong,01,01,09,M,0,3.7704761904761903,,0,1,0,0
1007,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-02-09.wav,03-01-03-02-02-02-09,RAVDESS_1007,03,01,03,happy,02,strong,02,02,09,M,0,3.570249433106576,,0,1,0,0
1008,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-01-09.wav,03-01-03-02-02-01-09,RAVDESS_1008,03,01,03,happy,02,strong,02,01,09,M,0,3.570294784580499,,0,1,0,0
1010,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-02-09.wav,03-01-05-02-02-02-09,RAVDESS_1010,03,01,05,angry,02,strong,02,02,09,M,0,3.970657596371882,,1,0,0,0
1011,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-01-09.wav,03-01-03-01-02-01-09,RAVDESS_1011,03,01,03,happy,01,normal,02,01,09,M,0,3.3033106575963718,,0,1,0,0
1012,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-01-09.wav,03-01-04-01-01-01-09,RAVDESS_1012,03,01,04,sad,01,normal,01,01,09,M,0,3.2699773242630386,,0,0,1,0
1013,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-01-09.wav,03-01-01-01-02-01-09,RAVDESS_1013,03,01,01,neutral,01,normal,02,01,09,M,0,3.336689342403628,,0,0,0,1
1014,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-02-09.wav,03-01-04-02-02-02-09,RAVDESS_1014,03,01,04,sad,02,strong,02,02,09,M,0,3.8705668934240363,,0,0,1,0
1017,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-02-09.wav,03-01-01-01-02-02-09,RAVDESS_1017,03,01,01,neutral,01,normal,02,02,09,M,0,3.2365986394557824,,0,0,0,1
1018,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-01-09.wav,03-01-04-02-02-01-09,RAVDESS_1018,03,01,04,sad,02,strong,02,01,09,M,0,3.6370068027210882,,0,0,1,0
1019,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-01-09.wav,03-01-01-01-01-01-09,RAVDESS_1019,03,01,01,neutral,01,normal,01,01,09,M,0,3.2699773242630386,,0,0,0,1
1020,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-01-01-14.wav,03-01-01-01-01-01-14,RAVDESS_1020,03,01,01,neutral,01,normal,01,01,14,F,0,3.47015873015873,,0,0,0,1
1022,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-02-01-14.wav,03-01-04-02-02-01-14,RAVDESS_1022,03,01,04,sad,02,strong,02,01,14,F,0,3.670340136054422,,0,0,1,0
1024,/data/RAVDESS/Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-01-02-14.wav,03-01-03-01-01-02-14,RAVDESS_1024,03,01,03,happy,01,normal,01,02,14,F,0,3.670340136054422,,0,1,0,0
